7.56002540 -6.68099130 94
-6.17206624 8.72140711 241
2.61933533 9.18792401 284
3.78286399 10.42243227 858
-5.17514623 -1.28731901 29
-3.56878499 8.47741358 192
-9.15926576 -4.66012250 457
4.87671915 1.82308811 688
-7.09590814 -4.24089504 373
-3.27662525 -2.95665973 485
-0.18967732 6.22787216 307
-0.64015648 -12.73572764 882
9.38182345 5.84470504 825
4.22687264 8.50051526 469
-0.78336959 -9.07370010 174
-6.96495719 5.89698200 335
-0.54423111 4.31063638 318
-6.62179399 -7.97546905 89
-9.53464978 4.22245658 357
-0.53303912 3.38668181 520
8.06770437 -1.30287521 362
0.20794734 7.87881731 868
-1.28516921 10.53492649 88
7.60791685 -5.91821149 161
-6.39823929 7.32502859 197
8.40275679 3.99074440 697
-4.96911678 -2.26372688 579
-3.91392188 6.36586315 220
9.63667399 -6.20970158 141
0.40787412 1.72336493 277
3.03619339 -0.34716805 448
6.71100347 9.31066835 547
0.70767279 2.86279840 564
8.76886244 -9.41493007 379
-5.29972431 4.01540262 364
-3.53532384 -8.95227946 962
4.78564027 -0.46153339 44
5.83595559 -10.54194446 392
7.59817477 -3.06165835 274
-8.89441520 5.12575369 746
8.76130523 -10.07280959 638
0.79516516 6.27013974 23
7.22805154 -10.60273648 751
-6.82854085 6.10378782 409
3.93743807 0.81119350 533
-7.54999493 -5.02720185 865
2.87900486 -7.75497447 947
9.29917720 -7.86116869 660
1.78147406 -10.89065504 399
8.98433554 -8.06936929 263
-7.51468692 -1.03170434 150
-7.08130065 6.55493097 436
5.31928134 -3.56189513 473
-6.93309687 -5.68527780 687
3.06804593 6.50188539 781
-7.78145096 -9.49228450 518
-0.85462442 -4.75675848 874
-1.59039386 -4.22544957 559
-0.91266738 -5.53115233 354
-8.38772424 -3.08858990 838
-1.30744825 10.13367182 795
-8.41756885 2.99444793 357
-6.24025271 4.54884158 834
-1.45217740 3.19398421 492
7.14381102 0.96329488 14
-6.85030079 -3.24764403 589
-0.79660169 -1.68687178 991
1.29324529 0.29685556 873
4.36728849 -7.92051562 71
-9.51857720 0.90875211 762
2.38524052 -0.14351746 468
4.05929290 -9.76002390 392
-6.80528056 -0.55747875 268
-10.77606837 -6.89877047 217
-8.26647129 -6.38132232 977
9.42403807 0.59023295 584
-4.58677207 -6.70197933 488
-5.62892475 9.96628351 788
-9.22452447 4.36594067 686
2.87982168 -8.59216943 17
4.14573150 3.73518988 703
1.26624201 0.82667414 239
4.18159021 4.73975097 413
-5.54899494 -0.78850300 29
6.80163141 9.15298328 469
5.70896950 -8.86726612 39
-7.15554250 -8.79911621 204
-6.28121000 -2.77411724 447
-1.86130466 5.85691313 649
6.69639749 8.23979529 557
-4.08733462 -1.80598243 54
-7.33916948 -2.53796166 589
6.14741693 -6.44204667 185
3.79112796 -8.88477444 996
-8.94377497 8.52562213 505
-3.78571536 8.52463369 323
0.67770113 8.32196595 386
6.03313843 2.65359451 852
3.27449005 -1.59892965 899
-3.51533586 -9.57387843 258
-0.00038337 9.57741705 515
5.72330101 -3.97787909 915
1.47974226 -2.11223573 531
7.37638749 9.00440099 189
-8.97343597 -0.15672326 19
2.72449724 -0.55389816 533
-6.26669070 5.07912034 234
-5.17579515 2.52568653 224
-8.35360972 -3.69584094 755
10.66531446 -1.15315499 362
-5.86497335 -0.06545790 631
-4.17608722 -10.60648886 546
7.05322599 7.45777984 595
3.30416005 -0.65105459 4
-5.08035907 5.97369785 234
-8.30379267 0.55561347 422
1.48282188 -3.85795800 563
2.24248344 -0.44927938 637
1.31391845 -3.09376048 331
-5.97087648 2.58613787 279
-0.30790006 -2.82410026 916
-6.87651461 7.55600651 122
3.19854287 -9.41580410 508
-2.54943589 -0.74593057 181
5.73052577 0.34408126 506
-0.06735071 -9.66757896 174
-3.67645005 6.48848100 705
6.60257383 -7.82555441 994
-0.86985627 2.38514687 277
-7.04998521 -7.98810456 204
3.32234433 1.78791350 590
0.81768342 3.96621035 509
2.92500641 9.89551159 262
-5.79217505 2.91047044 855
-0.92169024 -0.42552719 824
-7.44040226 5.35619652 592
5.15961517 -5.09036693 376
-7.96079442 -2.02243509 964
0.94702415 8.94098755 614
3.65941956 10.93850525 978
6.37590153 -2.43281056 66
-5.87123936 -1.07694255 54
10.61505246 -8.67325332 125
9.51717721 4.41752940 908
-4.16580118 2.42642136 608
-8.70597686 -6.42367700 857
1.36006942 -7.49976499 6
4.48532693 3.10798440 47
-1.18723706 2.20684314 897
1.40595682 -6.50585650 5
-0.38311869 -3.96886097 938
3.79317947 0.25204680 236
7.37764068 -9.59689502 893
9.45741059 4.13185360 55
-8.14155974 -1.87758100 708
-0.96599980 -7.08965596 363
-10.27113430 -5.25609159 599
5.58016811 -6.08792520 83
-7.25982379 -3.32350549 169
2.85751067 -3.96345683 556
-0.75943586 5.54992548 435
4.00311301 -7.17317856 927
4.65502321 -5.73282263 706
3.12505202 -0.38792900 710
0.80501937 5.11493417 283
-1.86322375 9.07827816 569
-4.23143309 0.44666052 251
-4.51848264 -1.27746915 69
4.61066288 7.10890329 910
2.41849357 -9.73080406 162
0.51951086 -8.14065506 780
-9.22038244 -5.58184175 68
-2.78801493 7.36044724 919
8.07131171 4.44917374 498
